url,amount,cost,ratio,duration,city,country,record,history,score
https://www.zidisha.org/loan/tuition-for-my-senior-high-certificate,111.67,7.02,0.06286379511059371,7,Tepa,Ghana,0.73,64,0.28926079758415274
https://www.zidisha.org/loan/bandaptai-motorcycles-5,374.0,18.7,0.049999999999999996,3,Eldoret,Kenya,0.87,38,0.39474710881402575
https://www.zidisha.org/loan/two-more-sewing-machine-for-my-shop,301.0,188.0,0.6245847176079734,3,Bondeni,Kenya,0.95,20,0.41156354204618834
https://www.zidisha.org/loan/furnitures,449.29,23.23,0.05170379932782835,5,Nairobi,Kenya,0.83,109,0.60976009346019688
